SortName,100,200,300,400,500,600,700,800,900,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,20000,30000,40000,50000,60000,70000,80000,90000,100000,200000,300000,400000,500000,600000,700000,800000,900000,
bucket_sort,26300,19900,31200,78600,68000,75100,77400,76900,122700,92800,322000,459100,431600,545000,630600,680500,1098300,1158500,1120000,2239200,3624300,4260300,5678700,6708100,8623900,9511700,10040500,11815000,29599500,48666600,55440600,67003200,73356500,84213900,103238000,266747600,
heap_sort,3600,7900,13300,18400,24200,29300,35400,38900,45100,50100,124800,159400,214600,381000,340100,359000,428500,556800,567200,1165200,1939300,2234200,3179000,3717100,4669100,4961800,5592700,6279900,14593900,21288000,26118700,36479700,42287800,46374800,54369000,70374500,
insertion_sort,27400,54800,124100,213900,283300,452100,574400,693600,933000,1132800,4473500,11144000,19285600,29630200,43796000,56334800,73088400,93431900,116649200,462688200,1034939400,1814841100,2894954300,4179945800,5646618200,7551528200,9203229300,11350973900,45485981400,108717518700,182894570100,286165028800,414310057100,559343269900,726451209000,932281617900,
merge_sort,5200,8100,13400,29400,22600,25100,31800,33300,37400,42200,85100,125300,202700,308400,255800,293100,322300,398800,407600,935000,1452800,1812600,2931100,3029300,3933200,3728500,4700100,5208000,9684200,17888700,20483200,26844400,32022500,36031700,41193700,51359700,
merge_sort_optimized,2500,3600,5900,7600,10300,25100,13700,15600,17200,19400,40400,61900,83400,114200,130100,145900,241900,265600,209800,471500,795100,947800,1300000,1567100,2004000,2116100,2384200,2771400,5844700,10155800,11501900,16585200,18647600,21008000,24353700,29484000,
quick_sort,6600,12300,30700,36700,68200,63100,43000,45400,51700,57000,110600,174200,232800,320300,335500,360100,413000,494400,539100,1243700,1630100,2204700,2948500,3640200,4344300,4670000,4831400,5651300,12340600,18928300,22662900,29154300,35256200,40131400,52655000,60325000,
selection_sort,5700,32800,62200,85100,111400,238200,214600,335400,428500,502100,1773800,3879700,7409100,13405300,15881900,21452700,30765600,35284400,43409900,170174700,371098500,668110000,1051758500,1475704400,2034316800,2752960800,3306650900,4076054600,16471631400,36645180600,65540860100,100811404900,145309282500,194237912200,255307612500,331850729500,
